Key,Proyecto,Species,Sum of NUM_IND,Sum of ABUND_REL,Sum of ABUND_ABS
106,EIA PPII - PLATERO sobre YNC,Strumigenys cf. interfectiva,2,2,0.33
107,EIA PPII - PLATERO sobre YNC,Strumigenys cf. hyphata,3,3,0.09
108,EIA PPII - PLATERO sobre YNC,Caligo illioneus ,16,16,1.25
109,EIA PPII - PLATERO sobre YNC,Panthiades bitias,1,1,0.2
110,EIA PPII - PLATERO sobre YNC,Heliopetes arsalte ,4,4,0.26
111,EIA PPII - PLATERO sobre YNC,Adelpha iphicleola,1,1,0.25
112,EIA PPII - PLATERO sobre YNC,Heliconius sara ,6,6,0.55
113,EIA PPII - PLATERO sobre YNC,Cissia pompilia,1,1,0.08
114,EIA PPII - PLATERO sobre YNC,Heliconius ismenius ,1,1,0.1
115,EIA PPII - PLATERO sobre YNC,Eresia eunice ,1,1,0.1
116,EIA PPII - PLATERO sobre YNC,Adelpha pollina ,1,1,0.05
117,EIA PPII - PLATERO sobre YNC,Conocephalus cinereus,5,5,0.65
118,EIA PPII - PLATERO sobre YNC,Neoconocephalus affinis ,4,4,0.52
119,EIA PPII - PLATERO sobre YNC,Eneoptera surinamensis ,5,5,0.65
120,EIA PPII - PLATERO sobre YNC,major,96,96,4.062
121,EIA PPII - PLATERO sobre YNC,ani,106,106,4.011
122,EIA PPII - PLATERO sobre YNC,solitaria,1,1,0.019
123,EIA PPII - PLATERO sobre YNC,anhinga,1,1,0.019
124,EIA PPII - PLATERO sobre YNC,striata,8,8,0.227
125,EIA PPII - PLATERO sobre YNC,torquata,1,1,0.019
126,EIA PPII - PLATERO sobre YNC,torquatus,4,4,0.131
127,EIA PPII - PLATERO sobre YNC,rubricapillus,20,20,0.846
128,EIA PPII - PLATERO sobre YNC,chimachima,71,71,5.506
129,EIA PPII - PLATERO sobre YNC,pertinax,75,75,0.974
130,EIA PPII - PLATERO sobre YNC,similis,1,1,0.019
131,EIA PPII - PLATERO sobre YNC,rustica,20,20,0.385
132,EIA PPII - PLATERO sobre YNC,cela,2,2,0.11
133,EIA PPII - PLATERO sobre YNC,auricapillus,5,5,0.204
134,EIA PPII - PLATERO sobre YNC,chavaria,10,10,0.315
135,EIA PPII - PLATERO sobre YNC,cayennensis,10,10,1.598
136,EIA PPII - PLATERO sobre YNC,ochrocephala,7,7,0.252
137,EIA PPII - PLATERO sobre YNC,cajaneus,2,2,0.091
138,EIA PPII - PLATERO sobre YNC,martinica,2,2,0.133
139,EIA PPII - PLATERO sobre YNC,sulphuratus,36,36,3.485
140,EIA PPII - PLATERO sobre YNC,lineatus,5,5,0.441
141,EIA PPII - PLATERO sobre YNC,amazonica,2,2,0.182
142,EIA PPII - PLATERO sobre YNC,griseus,72,72,4.736
143,EIA PPII - PLATERO sobre YNC,columbiana,26,26,1.576
144,EIA PPII - PLATERO sobre YNC,verreauxi,38,38,2.199
145,EIA PPII - PLATERO sobre YNC,cayanensis,26,26,2.077
146,EIA PPII - PLATERO sobre YNC,soui,4,4,0.716
147,EIA PPII - PLATERO sobre YNC,julie,3,3,0.45
148,EIA PPII - PLATERO sobre YNC,aenea,4,4,0.342
149,EIA PPII - PLATERO sobre YNC,anthophilus,6,6,0.559
150,EIA PPII - PLATERO sobre YNC,lineatum,2,2,0.125
151,EIA PPII - PLATERO sobre YNC,infuscatus,12,12,0.206
152,EIA PPII - PLATERO sobre YNC,americana,2,2,0.125
153,EIA PPII - PLATERO sobre YNC,nigriceps,4,4,0.525
154,EIA PPII - PLATERO sobre YNC,palmarum,13,13,0.624
155,EIA PPII - PLATERO sobre YNC,subrufescens,9,9,1.399
156,EIA PPII - PLATERO sobre YNC,manacus,11,11,1.316
157,EIA PPII - PLATERO sobre YNC,hirsutus,9,9,0.743
158,EIA PPII - PLATERO sobre YNC,murina,2,2,0.166
159,EIA PPII - PLATERO sobre YNC,flaveola,8,8,0.465
160,EIA PPII - PLATERO sobre YNC,canadensis,10,10,0.374
161,EIA PPII - PLATERO sobre YNC,leucotis,4,4,0.147
162,EIA PPII - PLATERO sobre YNC,icterocephalus,29,29,0.699
163,EIA PPII - PLATERO sobre YNC,alba,10,10,0.26
164,EIA PPII - PLATERO sobre YNC,amazona,1,1,0.033
165,EIA PPII - PLATERO sobre YNC,melancholicus,22,22,1.445
166,EIA PPII - PLATERO sobre YNC,episcopus,16,16,0.797
167,EIA PPII - PLATERO sobre YNC,ibis,53,53,0.934
168,EIA PPII - PLATERO sobre YNC,atratus,62,62,3.335
169,EIA PPII - PLATERO sobre YNC,picus,22,22,1.052
170,EIA PPII - PLATERO sobre YNC,albescens,3,3,0.269
171,EIA PPII - PLATERO sobre YNC,candei,4,4,0.16
172,EIA PPII - PLATERO sobre YNC,elatus,2,2,0.083
173,EIA PPII - PLATERO sobre YNC,minuta,2,2,0.059
174,EIA PPII - PLATERO sobre YNC,aedon,4,4,0.248
175,EIA PPII - PLATERO sobre YNC,jacarina,1,1,0.059
176,EIA PPII - PLATERO sobre YNC,nigricollis,2,2,0.13
177,EIA PPII - PLATERO sobre YNC,maximus,3,3,0.159
178,EIA PPII - PLATERO sobre YNC,laniirostris,22,22,0.91
179,EIA PPII - PLATERO sobre YNC,talpacoti,59,59,1.69
180,EIA PPII - PLATERO sobre YNC,naevia,1,1,0.033
181,EIA PPII - PLATERO sobre YNC,aura,39,39,2.401
182,EIA PPII - PLATERO sobre YNC,punctigula,4,4,0.135
183,EIA PPII - PLATERO sobre YNC,sparverius,2,2,0.083
184,EIA PPII - PLATERO sobre YNC,jugularis,36,36,1.31
185,EIA PPII - PLATERO sobre YNC,cristatus,13,13,0.36
186,EIA PPII - PLATERO sobre YNC,tapera,2,2,0.08
187,EIA PPII - PLATERO sobre YNC,nigrogularis,5,5,0.317
188,EIA PPII - PLATERO sobre YNC,bonariensis,1,1,0.04
189,EIA PPII - PLATERO sobre YNC,cocoi,8,8,0.759
190,EIA PPII - PLATERO sobre YNC,susurrans,1,1,0.1
191,EIA PPII - PLATERO sobre YNC,inda,3,3,0.158
192,EIA PPII - PLATERO sobre YNC,spirurus,1,1,0.1
193,EIA PPII - PLATERO sobre YNC,flavogaster,14,14,0.5
194,EIA PPII - PLATERO sobre YNC,funerea,2,2,0.134
195,EIA PPII - PLATERO sobre YNC,dimidiatus,11,11,0.94
196,EIA PPII - PLATERO sobre YNC,albicollis,2,2,0.191
197,EIA PPII - PLATERO sobre YNC,conspicillatus,12,12,0.396
198,EIA PPII - PLATERO sobre YNC,leucopus,9,9,0.618
199,EIA PPII - PLATERO sobre YNC,jacana,104,104,1.233
200,EIA PPII - PLATERO sobre YNC,coerulescens,12,12,0.35
201,EIA PPII - PLATERO sobre YNC,petechia,3,3,0.131
202,EIA PPII - PLATERO sobre YNC,ruficauda,3,3,0.162
203,EIA PPII - PLATERO sobre YNC,sulphurescens,1,1,0.067
204,EIA PPII - PLATERO sobre YNC,noveboracensis,1,1,0.067
205,EIA PPII - PLATERO sobre YNC,citrea,2,2,0.133
206,EIA PPII - PLATERO sobre YNC,philadelphia,1,1,0.067
207,EIA PPII - PLATERO sobre YNC,viridis,1,1,0.018
208,EIA PPII - PLATERO sobre YNC,obsoletum,3,3,0.065
209,EIA PPII - PLATERO sobre YNC,fasciatoventris,1,1,0.018
210,EIA PPII - PLATERO sobre YNC,cinereum,10,10,0.708
211,EIA PPII - PLATERO sobre YNC,leucophaius,2,2,0.087
212,EIA PPII - PLATERO sobre YNC,zonatus,2,2,0.087
213,EIA PPII - PLATERO sobre YNC,striatipectus,1,1,0.043
214,EIA PPII - PLATERO sobre YNC,autumnalis,39,39,0.547
215,EIA PPII - PLATERO sobre YNC,plumbea,1,1,0.053
